date,location,latitude,longitude,cases,deaths,recovered
2023-02-02,Denver,39.7392,-104.9903,181,12,142
2023-02-28,New York,40.7128,-74.006,124,7,69
2023-01-24,Los Angeles,34.0522,-118.2437,171,7,127
2023-01-02,Chicago,41.8781,-87.6298,74,7,58
2023-03-01,Houston,29.7604,-95.3698,134,0,123
2023-02-02,Miami,25.7617,-80.1918,77,6,31
2023-01-22,San Francisco,37.7749,-122.4194,135,5,112
2023-01-30,Seattle,47.6062,-122.3321,62,2,53
2023-01-03,Boston,42.3601,-71.0589,71,0,58
2023-02-13,Atlanta,33.749,-84.388,75,3,72
2023-02-28,Denver,39.7392,-104.9903,52,3,37
2023-01-28,New York,40.7128,-74.006,86,1,63
2023-01-26,Los Angeles,34.0522,-118.2437,198,15,160
2023-01-19,Chicago,41.8781,-87.6298,141,6,75
2023-01-09,Houston,29.7604,-95.3698,31,1,17
2023-01-12,Miami,25.7617,-80.1918,116,7,84
2023-02-04,San Francisco,37.7749,-122.4194,70,7,49
2023-02-10,Seattle,47.6062,-122.3321,124,9,109
2023-01-19,Boston,42.3601,-71.0589,148,8,60
2023-01-23,Atlanta,33.749,-84.388,148,1,97
2023-03-01,Denver,39.7392,-104.9903,132,12,72
2023-01-19,New York,40.7128,-74.006,114,3,87
2023-02-28,Los Angeles,34.0522,-118.2437,158,3,102
2023-02-23,Chicago,41.8781,-87.6298,196,2,91
2023-01-21,Houston,29.7604,-95.3698,162,6,130
2023-02-15,Miami,25.7617,-80.1918,60,0,36
2023-01-25,San Francisco,37.7749,-122.4194,83,6,63
2023-01-29,Seattle,47.6062,-122.3321,142,12,123
2023-02-18,Boston,42.3601,-71.0589,44,3,31
2023-01-23,Atlanta,33.749,-84.388,42,1,29
2023-02-20,Denver,39.7392,-104.9903,31,0,25
2023-02-14,New York,40.7128,-74.006,198,5,113
2023-02-19,Los Angeles,34.0522,-118.2437,183,5,120
2023-01-31,Chicago,41.8781,-87.6298,150,7,125
2023-01-26,Houston,29.7604,-95.3698,197,8,184
2023-02-27,Miami,25.7617,-80.1918,72,1,68
2023-03-01,San Francisco,37.7749,-122.4194,58,2,29
2023-01-11,Seattle,47.6062,-122.3321,186,16,141
2023-02-01,Boston,42.3601,-71.0589,72,5,28
2023-02-26,Atlanta,33.749,-84.388,134,1,130
2023-02-27,Denver,39.7392,-104.9903,144,13,109
2023-01-29,New York,40.7128,-74.006,139,8,91
2023-01-26,Los Angeles,34.0522,-118.2437,57,2,37
2023-01-18,Chicago,41.8781,-87.6298,34,0,25
2023-01-25,Houston,29.7604,-95.3698,130,9,120
2023-02-11,Miami,25.7617,-80.1918,56,4,41
2023-01-24,San Francisco,37.7749,-122.4194,140,7,98
2023-02-24,Seattle,47.6062,-122.3321,169,15,142
2023-02-21,Boston,42.3601,-71.0589,192,11,175
2023-01-01,Atlanta,33.749,-84.388,85,2,50
2023-01-30,Denver,39.7392,-104.9903,50,4,22
2023-02-08,New York,40.7128,-74.006,197,9,180
2023-02-16,Los Angeles,34.0522,-118.2437,30,1,21
2023-01-02,Chicago,41.8781,-87.6298,160,2,73
2023-01-07,Houston,29.7604,-95.3698,100,2,74
2023-01-07,Miami,25.7617,-80.1918,187,8,128
2023-01-15,San Francisco,37.7749,-122.4194,39,1,21
2023-01-22,Seattle,47.6062,-122.3321,129,1,104
2023-03-01,Boston,42.3601,-71.0589,171,5,133
2023-01-15,Atlanta,33.749,-84.388,89,0,56
2023-02-06,Denver,39.7392,-104.9903,85,4,47
2023-01-01,New York,40.7128,-74.006,80,1,75
2023-02-02,Los Angeles,34.0522,-118.2437,55,4,50
2023-02-11,Chicago,41.8781,-87.6298,99,4,45
2023-02-06,Houston,29.7604,-95.3698,57,3,31
2023-01-13,Miami,25.7617,-80.1918,64,6,32
2023-02-25,San Francisco,37.7749,-122.4194,169,9,160
2023-01-22,Seattle,47.6062,-122.3321,108,10,92
2023-01-20,Boston,42.3601,-71.0589,107,4,58
2023-01-26,Atlanta,33.749,-84.388,110,6,74
2023-01-18,Denver,39.7392,-104.9903,108,8,53
2023-02-26,New York,40.7128,-74.006,36,2,17
2023-01-14,Los Angeles,34.0522,-118.2437,135,7,58
2023-01-27,Chicago,41.8781,-87.6298,165,15,135
2023-01-08,Houston,29.7604,-95.3698,72,6,41
2023-01-08,Miami,25.7617,-80.1918,126,3,100
2023-02-17,San Francisco,37.7749,-122.4194,180,11,107
2023-01-25,Seattle,47.6062,-122.3321,75,0,62
2023-01-22,Boston,42.3601,-71.0589,168,15,92
2023-02-08,Atlanta,33.749,-84.388,152,11,75
2023-01-21,Denver,39.7392,-104.9903,176,0,108
2023-02-12,New York,40.7128,-74.006,173,15,83
2023-01-03,Los Angeles,34.0522,-118.2437,92,0,73
2023-01-27,Chicago,41.8781,-87.6298,161,1,149
2023-01-09,Houston,29.7604,-95.3698,105,9,90
2023-02-02,Miami,25.7617,-80.1918,133,7,103
2023-01-27,San Francisco,37.7749,-122.4194,139,6,89
2023-02-06,Seattle,47.6062,-122.3321,51,4,22
2023-01-12,Boston,42.3601,-71.0589,148,13,132
2023-02-18,Atlanta,33.749,-84.388,190,4,104
2023-02-22,Denver,39.7392,-104.9903,107,9,90
2023-02-03,New York,40.7128,-74.006,182,2,113
2023-02-09,Los Angeles,34.0522,-118.2437,30,0,17
2023-01-04,Chicago,41.8781,-87.6298,72,6,60
2023-03-01,Houston,29.7604,-95.3698,46,4,35
2023-03-01,Miami,25.7617,-80.1918,54,2,33
2023-01-08,San Francisco,37.7749,-122.4194,112,0,68
2023-02-26,Seattle,47.6062,-122.3321,161,7,126
2023-01-06,Boston,42.3601,-71.0589,189,6,110
2023-02-01,Atlanta,33.749,-84.388,57,2,42
2023-01-11,Denver,39.7392,-104.9903,85,2,50
2023-03-01,New York,40.7128,-74.006,102,6,57
2023-01-18,Los Angeles,34.0522,-118.2437,174,12,71
2023-01-13,Chicago,41.8781,-87.6298,177,16,150
2023-01-18,Houston,29.7604,-95.3698,50,4,45
2023-01-05,Miami,25.7617,-80.1918,192,9,154
2023-02-28,San Francisco,37.7749,-122.4194,104,1,91
2023-01-19,Seattle,47.6062,-122.3321,194,0,165
2023-01-17,Boston,42.3601,-71.0589,164,15,102
2023-02-02,Atlanta,33.749,-84.388,74,3,32
2023-02-28,Denver,39.7392,-104.9903,155,13,117
2023-03-01,New York,40.7128,-74.006,133,6,119
2023-02-26,Los Angeles,34.0522,-118.2437,185,3,115
2023-01-20,Chicago,41.8781,-87.6298,76,1,56
2023-02-12,Houston,29.7604,-95.3698,88,5,82
2023-01-16,Miami,25.7617,-80.1918,180,1,136
2023-01-02,San Francisco,37.7749,-122.4194,193,6,181
2023-02-05,Seattle,47.6062,-122.3321,62,1,35
2023-01-04,Boston,42.3601,-71.0589,139,2,130
2023-01-25,Atlanta,33.749,-84.388,161,9,86
2023-02-27,Denver,39.7392,-104.9903,138,5,116
2023-02-07,New York,40.7128,-74.006,44,0,26
2023-02-22,Los Angeles,34.0522,-118.2437,162,12,90
2023-01-23,Chicago,41.8781,-87.6298,43,2,41
2023-01-02,Houston,29.7604,-95.3698,94,8,69
2023-01-08,Miami,25.7617,-80.1918,72,5,44
2023-02-06,San Francisco,37.7749,-122.4194,141,12,63
2023-01-31,Seattle,47.6062,-122.3321,106,5,98
2023-01-19,Boston,42.3601,-71.0589,91,6,85
2023-01-01,Atlanta,33.749,-84.388,37,2,30
2023-01-29,Denver,39.7392,-104.9903,58,2,36
2023-01-08,New York,40.7128,-74.006,195,19,150
2023-02-23,Los Angeles,34.0522,-118.2437,162,1,111
2023-01-13,Chicago,41.8781,-87.6298,33,1,30
2023-01-22,Houston,29.7604,-95.3698,62,6,30
2023-01-27,Miami,25.7617,-80.1918,111,9,84
2023-01-13,San Francisco,37.7749,-122.4194,135,4,69
2023-02-10,Seattle,47.6062,-122.3321,113,3,104
2023-02-23,Boston,42.3601,-71.0589,75,4,59
2023-01-17,Atlanta,33.749,-84.388,84,2,33
2023-01-05,Denver,39.7392,-104.9903,183,5,156
2023-01-28,New York,40.7128,-74.006,49,4,37
2023-02-26,Los Angeles,34.0522,-118.2437,172,1,152
2023-01-12,Chicago,41.8781,-87.6298,42,2,16
2023-01-31,Houston,29.7604,-95.3698,121,4,78
2023-02-15,Miami,25.7617,-80.1918,46,4,18
2023-01-05,San Francisco,37.7749,-122.4194,152,8,64
2023-01-07,Seattle,47.6062,-122.3321,189,8,128
2023-01-25,Boston,42.3601,-71.0589,65,5,28
2023-02-26,Atlanta,33.749,-84.388,61,2,36
2023-02-15,Denver,39.7392,-104.9903,95,3,60
2023-01-15,New York,40.7128,-74.006,175,4,147
2023-02-13,Los Angeles,34.0522,-118.2437,58,1,51
2023-02-04,Chicago,41.8781,-87.6298,34,3,16
2023-01-13,Houston,29.7604,-95.3698,43,3,18
2023-02-21,Miami,25.7617,-80.1918,120,1,115
2023-02-06,San Francisco,37.7749,-122.4194,162,12,72
2023-01-15,Seattle,47.6062,-122.3321,50,4,45
2023-02-21,Boston,42.3601,-71.0589,164,11,115
2023-01-16,Atlanta,33.749,-84.388,133,3,109
2023-01-21,Denver,39.7392,-104.9903,44,4,39
2023-01-09,New York,40.7128,-74.006,108,5,57
2023-02-05,Los Angeles,34.0522,-118.2437,109,2,53
2023-02-11,Chicago,41.8781,-87.6298,82,3,73
2023-01-19,Houston,29.7604,-95.3698,145,8,102
2023-02-14,Miami,25.7617,-80.1918,154,10,137
2023-02-14,San Francisco,37.7749,-122.4194,71,5,55
2023-01-04,Seattle,47.6062,-122.3321,166,7,68
2023-01-25,Boston,42.3601,-71.0589,162,0,158
2023-02-28,Atlanta,33.749,-84.388,129,7,99
2023-02-04,Denver,39.7392,-104.9903,193,0,144
2023-01-08,New York,40.7128,-74.006,121,10,94
2023-02-08,Los Angeles,34.0522,-118.2437,40,1,33
2023-01-31,Chicago,41.8781,-87.6298,183,1,86
2023-01-10,Houston,29.7604,-95.3698,105,4,63
2023-02-26,Miami,25.7617,-80.1918,153,0,152
2023-01-11,San Francisco,37.7749,-122.4194,61,5,51
2023-01-29,Seattle,47.6062,-122.3321,192,14,96
2023-02-05,Boston,42.3601,-71.0589,46,3,18
2023-01-31,Atlanta,33.749,-84.388,79,2,75
2023-02-16,Denver,39.7392,-104.9903,187,4,127
2023-01-24,New York,40.7128,-74.006,67,2,51
2023-02-26,Los Angeles,34.0522,-118.2437,99,1,92
2023-01-12,Chicago,41.8781,-87.6298,101,7,44
2023-02-22,Houston,29.7604,-95.3698,99,4,95
2023-02-08,Miami,25.7617,-80.1918,161,4,73
2023-01-21,San Francisco,37.7749,-122.4194,86,8,67
2023-01-15,Seattle,47.6062,-122.3321,156,11,103
2023-01-13,Boston,42.3601,-71.0589,147,2,137
2023-01-17,Atlanta,33.749,-84.388,108,2,73
2023-02-03,Denver,39.7392,-104.9903,172,5,100
2023-01-24,New York,40.7128,-74.006,34,3,30
2023-01-29,Los Angeles,34.0522,-118.2437,58,0,52
2023-02-09,Chicago,41.8781,-87.6298,53,2,49
2023-02-16,Houston,29.7604,-95.3698,122,4,63
2023-01-07,Miami,25.7617,-80.1918,52,1,47
2023-02-03,San Francisco,37.7749,-122.4194,127,2,123
2023-02-02,Seattle,47.6062,-122.3321,149,12,62
2023-02-28,Boston,42.3601,-71.0589,190,12,136
2023-01-22,Atlanta,33.749,-84.388,131,10,108
2023-01-15,Denver,39.7392,-104.9903,59,3,53
2023-01-03,New York,40.7128,-74.006,158,15,70
2023-02-28,Los Angeles,34.0522,-118.2437,44,4,39
2023-02-16,Chicago,41.8781,-87.6298,90,2,66
2023-02-01,Houston,29.7604,-95.3698,48,2,32
2023-01-21,Miami,25.7617,-80.1918,155,9,111
2023-01-04,San Francisco,37.7749,-122.4194,90,5,62
2023-01-22,Seattle,47.6062,-122.3321,32,1,29
2023-01-01,Boston,42.3601,-71.0589,102,6,40
2023-02-12,Atlanta,33.749,-84.388,74,0,63
2023-01-20,Denver,39.7392,-104.9903,50,3,29
2023-01-31,New York,40.7128,-74.006,112,6,58
2023-01-23,Los Angeles,34.0522,-118.2437,111,10,60
2023-01-10,Chicago,41.8781,-87.6298,32,1,21
2023-01-31,Houston,29.7604,-95.3698,97,3,80
2023-01-14,Miami,25.7617,-80.1918,157,4,109
2023-02-06,San Francisco,37.7749,-122.4194,39,2,23
2023-01-20,Seattle,47.6062,-122.3321,90,6,84
2023-01-13,Boston,42.3601,-71.0589,64,5,27
2023-01-31,Atlanta,33.749,-84.388,82,6,70
2023-02-28,Denver,39.7392,-104.9903,82,0,37
2023-01-17,New York,40.7128,-74.006,40,4,29
2023-01-14,Los Angeles,34.0522,-118.2437,135,4,62
2023-01-03,Chicago,41.8781,-87.6298,200,2,161
2023-01-05,Houston,29.7604,-95.3698,197,9,118
2023-01-01,Miami,25.7617,-80.1918,133,6,69
2023-01-11,San Francisco,37.7749,-122.4194,31,0,14
2023-01-28,Seattle,47.6062,-122.3321,174,6,128
2023-01-17,Boston,42.3601,-71.0589,194,6,108
2023-01-26,Atlanta,33.749,-84.388,158,2,93
2023-02-21,Denver,39.7392,-104.9903,89,0,74
2023-01-13,New York,40.7128,-74.006,52,5,26
2023-02-05,Los Angeles,34.0522,-118.2437,154,15,84
2023-01-22,Chicago,41.8781,-87.6298,51,5,39
2023-01-06,Houston,29.7604,-95.3698,37,2,25
2023-02-23,Miami,25.7617,-80.1918,37,1,24
2023-01-09,San Francisco,37.7749,-122.4194,73,3,65
2023-01-21,Seattle,47.6062,-122.3321,77,3,60
2023-01-21,Boston,42.3601,-71.0589,128,9,90
2023-01-02,Atlanta,33.749,-84.388,182,5,138
2023-02-15,Denver,39.7392,-104.9903,189,15,113
2023-01-04,New York,40.7128,-74.006,82,3,48
2023-02-27,Los Angeles,34.0522,-118.2437,79,6,71
2023-02-27,Chicago,41.8781,-87.6298,178,13,144
2023-01-29,Houston,29.7604,-95.3698,96,9,83
2023-02-08,Miami,25.7617,-80.1918,127,9,97
2023-02-16,San Francisco,37.7749,-122.4194,121,1,84
2023-01-29,Seattle,47.6062,-122.3321,145,14,107
2023-01-20,Boston,42.3601,-71.0589,97,1,94
2023-01-12,Atlanta,33.749,-84.388,179,3,166
2023-01-23,Denver,39.7392,-104.9903,156,8,64
2023-01-23,New York,40.7128,-74.006,170,8,140
2023-01-31,Los Angeles,34.0522,-118.2437,152,15,64
2023-01-04,Chicago,41.8781,-87.6298,152,10,142
2023-01-22,Houston,29.7604,-95.3698,113,11,67
2023-01-25,Miami,25.7617,-80.1918,95,2,82
2023-02-18,San Francisco,37.7749,-122.4194,74,5,37
2023-02-19,Seattle,47.6062,-122.3321,190,14,127
2023-01-09,Boston,42.3601,-71.0589,197,19,132
2023-01-29,Atlanta,33.749,-84.388,124,4,49
2023-02-25,Denver,39.7392,-104.9903,50,3,30
2023-02-19,New York,40.7128,-74.006,45,4,29
2023-02-03,Los Angeles,34.0522,-118.2437,172,4,94
2023-02-06,Chicago,41.8781,-87.6298,45,1,24
2023-02-03,Houston,29.7604,-95.3698,142,4,58
2023-01-16,Miami,25.7617,-80.1918,111,6,54
2023-01-04,San Francisco,37.7749,-122.4194,69,6,31
2023-01-16,Seattle,47.6062,-122.3321,126,10,75
2023-02-19,Boston,42.3601,-71.0589,64,0,36
2023-02-04,Atlanta,33.749,-84.388,157,3,153
2023-02-15,Denver,39.7392,-104.9903,78,0,52
2023-02-08,New York,40.7128,-74.006,172,15,117
2023-01-06,Los Angeles,34.0522,-118.2437,130,2,103
2023-01-25,Chicago,41.8781,-87.6298,146,10,116
2023-02-13,Houston,29.7604,-95.3698,94,6,37
2023-02-21,Miami,25.7617,-80.1918,135,6,97
2023-01-09,San Francisco,37.7749,-122.4194,88,4,70
2023-01-28,Seattle,47.6062,-122.3321,135,2,61
2023-01-21,Boston,42.3601,-71.0589,55,0,29
2023-01-08,Atlanta,33.749,-84.388,181,4,116
2023-02-08,Denver,39.7392,-104.9903,179,0,156
2023-01-10,New York,40.7128,-74.006,138,6,100
2023-01-25,Los Angeles,34.0522,-118.2437,97,0,65
2023-01-12,Chicago,41.8781,-87.6298,121,4,69
2023-02-16,Houston,29.7604,-95.3698,93,9,63
2023-02-07,Miami,25.7617,-80.1918,55,3,28
2023-02-20,San Francisco,37.7749,-122.4194,53,4,42
2023-02-21,Seattle,47.6062,-122.3321,51,3,41
2023-02-17,Boston,42.3601,-71.0589,134,10,55
2023-01-29,Atlanta,33.749,-84.388,183,4,105
2023-01-20,Denver,39.7392,-104.9903,181,14,152
2023-01-27,New York,40.7128,-74.006,185,6,171
2023-02-14,Los Angeles,34.0522,-118.2437,180,17,149
2023-01-20,Chicago,41.8781,-87.6298,168,9,97
2023-01-07,Houston,29.7604,-95.3698,67,4,49
2023-01-28,Miami,25.7617,-80.1918,111,8,48
2023-02-10,San Francisco,37.7749,-122.4194,52,3,31
2023-01-15,Seattle,47.6062,-122.3321,74,0,49
2023-02-04,Boston,42.3601,-71.0589,116,8,46
2023-01-15,Atlanta,33.749,-84.388,86,4,58
2023-02-04,Denver,39.7392,-104.9903,56,5,41
2023-02-17,New York,40.7128,-74.006,73,1,46
2023-02-04,Los Angeles,34.0522,-118.2437,151,4,139
2023-01-13,Chicago,41.8781,-87.6298,176,4,76
2023-02-26,Houston,29.7604,-95.3698,190,0,102
2023-02-17,Miami,25.7617,-80.1918,143,1,91
2023-01-29,San Francisco,37.7749,-122.4194,196,4,79
2023-01-08,Seattle,47.6062,-122.3321,180,13,141
2023-02-14,Boston,42.3601,-71.0589,54,5,44
2023-02-15,Atlanta,33.749,-84.388,110,8,70
2023-01-16,Denver,39.7392,-104.9903,133,1,108
2023-02-05,New York,40.7128,-74.006,163,3,122
2023-01-22,Los Angeles,34.0522,-118.2437,50,2,39
2023-01-22,Chicago,41.8781,-87.6298,109,2,103
2023-02-10,Houston,29.7604,-95.3698,35,0,22
2023-01-22,Miami,25.7617,-80.1918,48,4,21
2023-01-30,San Francisco,37.7749,-122.4194,124,5,112
2023-02-17,Seattle,47.6062,-122.3321,74,1,70
2023-02-17,Boston,42.3601,-71.0589,161,14,144
2023-02-06,Atlanta,33.749,-84.388,156,15,85
2023-01-11,Denver,39.7392,-104.9903,170,3,112
2023-02-24,New York,40.7128,-74.006,85,2,34
2023-01-13,Los Angeles,34.0522,-118.2437,195,14,156
2023-01-04,Chicago,41.8781,-87.6298,182,7,74
2023-01-20,Houston,29.7604,-95.3698,174,14,158
2023-03-01,Miami,25.7617,-80.1918,33,0,14
2023-01-07,San Francisco,37.7749,-122.4194,147,14,74
2023-01-31,Seattle,47.6062,-122.3321,118,6,96
2023-02-24,Boston,42.3601,-71.0589,171,13,68
2023-02-14,Atlanta,33.749,-84.388,142,0,73
2023-02-14,Denver,39.7392,-104.9903,53,4,40
2023-02-19,New York,40.7128,-74.006,57,1,54
2023-02-20,Los Angeles,34.0522,-118.2437,47,4,25
2023-02-02,Chicago,41.8781,-87.6298,91,9,71
2023-01-16,Houston,29.7604,-95.3698,89,3,66
2023-01-21,Miami,25.7617,-80.1918,54,2,44
2023-02-09,San Francisco,37.7749,-122.4194,122,8,111
2023-01-01,Seattle,47.6062,-122.3321,185,14,160
2023-02-08,Boston,42.3601,-71.0589,91,9,79
2023-01-08,Atlanta,33.749,-84.388,69,2,52
2023-01-09,Denver,39.7392,-104.9903,120,3,79
2023-01-20,New York,40.7128,-74.006,122,8,108
2023-02-11,Los Angeles,34.0522,-118.2437,197,2,167
2023-02-18,Chicago,41.8781,-87.6298,55,4,43
2023-02-05,Houston,29.7604,-95.3698,162,13,64
2023-01-31,Miami,25.7617,-80.1918,115,6,62
2023-01-09,San Francisco,37.7749,-122.4194,35,0,24
2023-02-10,Seattle,47.6062,-122.3321,136,5,75
2023-01-11,Boston,42.3601,-71.0589,157,3,144
2023-02-23,Atlanta,33.749,-84.388,136,7,63
2023-02-15,Denver,39.7392,-104.9903,116,8,77
2023-02-27,New York,40.7128,-74.006,174,4,99
2023-01-19,Los Angeles,34.0522,-118.2437,185,2,86
2023-02-12,Chicago,41.8781,-87.6298,173,14,79
2023-01-06,Houston,29.7604,-95.3698,41,2,29
2023-02-18,Miami,25.7617,-80.1918,84,5,42
2023-01-24,San Francisco,37.7749,-122.4194,108,7,82
2023-01-25,Seattle,47.6062,-122.3321,51,0,37
2023-02-28,Boston,42.3601,-71.0589,60,5,29
2023-02-09,Atlanta,33.749,-84.388,107,0,48
2023-01-20,Denver,39.7392,-104.9903,184,16,162
2023-01-31,New York,40.7128,-74.006,37,2,30
2023-02-27,Los Angeles,34.0522,-118.2437,170,13,121
2023-01-14,Chicago,41.8781,-87.6298,155,8,126
2023-01-17,Houston,29.7604,-95.3698,189,1,75
2023-02-12,Miami,25.7617,-80.1918,184,9,77
2023-01-09,San Francisco,37.7749,-122.4194,112,4,92
2023-01-31,Seattle,47.6062,-122.3321,174,2,165
2023-01-12,Boston,42.3601,-71.0589,56,4,37
2023-02-08,Atlanta,33.749,-84.388,162,7,119
2023-01-05,Denver,39.7392,-104.9903,146,8,89
2023-01-17,New York,40.7128,-74.006,176,3,132
2023-01-12,Los Angeles,34.0522,-118.2437,61,4,36
2023-02-08,Chicago,41.8781,-87.6298,88,6,58
2023-02-15,Houston,29.7604,-95.3698,95,9,70
2023-02-19,Miami,25.7617,-80.1918,172,6,133
2023-01-01,San Francisco,37.7749,-122.4194,100,7,93
2023-01-15,Seattle,47.6062,-122.3321,58,0,52
2023-02-22,Boston,42.3601,-71.0589,150,12,122
2023-01-24,Atlanta,33.749,-84.388,70,5,42
2023-01-21,Denver,39.7392,-104.9903,171,15,99
2023-02-18,New York,40.7128,-74.006,55,1,39
2023-01-13,Los Angeles,34.0522,-118.2437,169,15,135
2023-02-06,Chicago,41.8781,-87.6298,130,1,125
2023-02-23,Houston,29.7604,-95.3698,171,10,158
2023-02-15,Miami,25.7617,-80.1918,72,3,58
2023-02-03,San Francisco,37.7749,-122.4194,115,3,77
2023-01-30,Seattle,47.6062,-122.3321,64,0,32
2023-01-10,Boston,42.3601,-71.0589,41,0,25
2023-02-18,Atlanta,33.749,-84.388,76,6,64
2023-02-24,Denver,39.7392,-104.9903,153,15,134
2023-01-26,New York,40.7128,-74.006,163,8,132
2023-01-18,Los Angeles,34.0522,-118.2437,119,6,84
2023-01-07,Chicago,41.8781,-87.6298,85,7,69
2023-01-02,Houston,29.7604,-95.3698,59,5,38
2023-02-16,Miami,25.7617,-80.1918,127,9,102
2023-02-28,San Francisco,37.7749,-122.4194,174,17,118
2023-03-01,Seattle,47.6062,-122.3321,65,5,39
2023-02-17,Boston,42.3601,-71.0589,159,0,86
2023-02-28,Atlanta,33.749,-84.388,176,12,146
2023-01-01,Denver,39.7392,-104.9903,46,3,33
2023-01-09,New York,40.7128,-74.006,185,2,140
2023-01-08,Los Angeles,34.0522,-118.2437,185,14,86
2023-02-03,Chicago,41.8781,-87.6298,127,7,54
2023-01-27,Houston,29.7604,-95.3698,55,1,28
2023-01-16,Miami,25.7617,-80.1918,123,7,81
2023-01-19,San Francisco,37.7749,-122.4194,126,5,83
2023-01-15,Seattle,47.6062,-122.3321,53,1,29
2023-01-05,Boston,42.3601,-71.0589,192,1,149
2023-02-24,Atlanta,33.749,-84.388,46,2,42
2023-02-01,Denver,39.7392,-104.9903,46,3,42
2023-02-22,New York,40.7128,-74.006,65,0,58
2023-01-01,Los Angeles,34.0522,-118.2437,83,1,36
2023-01-23,Chicago,41.8781,-87.6298,126,9,56
2023-01-01,Houston,29.7604,-95.3698,178,0,79
2023-01-28,Miami,25.7617,-80.1918,49,4,35
2023-01-13,San Francisco,37.7749,-122.4194,118,10,62
2023-01-24,Seattle,47.6062,-122.3321,138,10,121
2023-02-08,Boston,42.3601,-71.0589,76,6,67
2023-02-13,Atlanta,33.749,-84.388,93,9,56
2023-01-31,Denver,39.7392,-104.9903,147,1,85
2023-01-31,New York,40.7128,-74.006,157,3,107
2023-01-26,Los Angeles,34.0522,-118.2437,107,9,43
2023-01-27,Chicago,41.8781,-87.6298,139,3,106
2023-02-09,Houston,29.7604,-95.3698,84,5,56
2023-02-08,Miami,25.7617,-80.1918,78,5,54
2023-02-20,San Francisco,37.7749,-122.4194,74,6,63
2023-02-21,Seattle,47.6062,-122.3321,184,16,142
2023-01-08,Boston,42.3601,-71.0589,122,2,50
2023-01-11,Atlanta,33.749,-84.388,39,0,28
2023-02-07,Denver,39.7392,-104.9903,94,3,80
2023-02-16,New York,40.7128,-74.006,129,10,117
2023-01-18,Los Angeles,34.0522,-118.2437,200,14,184
2023-01-31,Chicago,41.8781,-87.6298,200,16,110
2023-01-04,Houston,29.7604,-95.3698,42,1,19
2023-01-16,Miami,25.7617,-80.1918,155,4,97
2023-02-17,San Francisco,37.7749,-122.4194,194,17,143
2023-01-16,Seattle,47.6062,-122.3321,55,2,42
2023-01-11,Boston,42.3601,-71.0589,141,7,77
2023-02-06,Atlanta,33.749,-84.388,133,5,111
2023-02-15,Denver,39.7392,-104.9903,83,4,33
2023-02-23,New York,40.7128,-74.006,157,0,129
2023-01-27,Los Angeles,34.0522,-118.2437,133,10,59
2023-01-27,Chicago,41.8781,-87.6298,178,17,108
2023-02-25,Houston,29.7604,-95.3698,43,1,22
2023-01-17,Miami,25.7617,-80.1918,43,0,18
2023-01-03,San Francisco,37.7749,-122.4194,141,1,99
2023-01-19,Seattle,47.6062,-122.3321,189,10,170
2023-02-06,Boston,42.3601,-71.0589,137,1,121
2023-02-04,Atlanta,33.749,-84.388,182,4,81
2023-02-26,Denver,39.7392,-104.9903,127,2,78
2023-01-18,New York,40.7128,-74.006,83,7,34
2023-01-21,Los Angeles,34.0522,-118.2437,95,4,54
2023-02-28,Chicago,41.8781,-87.6298,199,6,87
2023-01-23,Houston,29.7604,-95.3698,199,18,83
2023-01-09,Miami,25.7617,-80.1918,188,14,131
2023-02-20,San Francisco,37.7749,-122.4194,49,1,46
2023-01-22,Seattle,47.6062,-122.3321,44,0,35
2023-01-20,Boston,42.3601,-71.0589,191,11,157
2023-01-24,Atlanta,33.749,-84.388,52,0,25
2023-02-15,Denver,39.7392,-104.9903,73,5,34
2023-01-10,New York,40.7128,-74.006,162,6,114
2023-01-24,Los Angeles,34.0522,-118.2437,172,1,146
2023-03-01,Chicago,41.8781,-87.6298,129,3,61
2023-01-25,Houston,29.7604,-95.3698,130,4,98
2023-02-09,Miami,25.7617,-80.1918,78,4,65
2023-02-01,San Francisco,37.7749,-122.4194,161,1,122
2023-02-05,Seattle,47.6062,-122.3321,132,5,77
2023-02-04,Boston,42.3601,-71.0589,103,0,51
2023-01-13,Atlanta,33.749,-84.388,97,9,80
2023-03-01,Denver,39.7392,-104.9903,164,1,113
2023-02-16,New York,40.7128,-74.006,174,13,128
2023-02-21,Los Angeles,34.0522,-118.2437,102,6,61
2023-02-05,Chicago,41.8781,-87.6298,168,12,136
2023-02-18,Houston,29.7604,-95.3698,63,2,43
2023-01-07,Miami,25.7617,-80.1918,188,16,111
2023-01-04,San Francisco,37.7749,-122.4194,174,1,119
2023-02-13,Seattle,47.6062,-122.3321,90,5,54
2023-01-12,Boston,42.3601,-71.0589,107,3,91
2023-02-07,Atlanta,33.749,-84.388,113,10,101
2023-02-27,Denver,39.7392,-104.9903,85,0,67
2023-02-26,New York,40.7128,-74.006,166,0,98
2023-01-13,Los Angeles,34.0522,-118.2437,148,13,98
2023-01-15,Chicago,41.8781,-87.6298,100,9,77
2023-02-11,Houston,29.7604,-95.3698,100,9,53
2023-02-16,Miami,25.7617,-80.1918,99,2,64
2023-02-20,San Francisco,37.7749,-122.4194,52,2,43
2023-02-07,Seattle,47.6062,-122.3321,108,4,72
2023-01-11,Boston,42.3601,-71.0589,176,13,97
2023-02-24,Atlanta,33.749,-84.388,186,11,139
